270, 0.5345220845195274
275, 0.5266701897342356
280, 0.5227561753123882
285, 0.5326059903513407
290, 0.5483609212253456
295, 0.5621452072075144
300, 0.5759363120301393
305, 0.5838223010177119
310, 0.5877738190620685
315, 0.5838563952199928
320, 0.5858406777927413
325, 0.5740509026440053
330, 0.5642283629668774
335, 0.5504747617667615
340, 0.5190194507424012
345, 0.4816556144627606
350, 0.44626583249518414
355, 0.4167675286817476
360, 0.4010466920100235
365, 0.401063739111164
370, 0.4109169635703448
375, 0.43453742691055375
380, 0.46799747702903105
385, 0.4975264656245204
390, 0.5250848093281737
395, 0.5506759175602188
400, 0.5782308518436439
405, 0.5998874891324729
410, 0.621544126421302
415, 0.641230118818295
420, 0.6609195206355158
425, 0.6786450964013568
430, 0.6963638533267418
435, 0.7081843132575305
440, 0.7259030701829153
445, 0.7377235301137041
450, 0.7495439900444929
460, 0.7594142616048141
480, 0.8066926919077411
500, 0.8323315320229794
520, 0.8501048396720137
540, 0.8580351511225515
560, 0.8699067523567616
580, 0.8817749441707436
600, 0.8916793099333458
620, 0.9035475017473278
640, 0.9075467516748776
660, 0.9095753567105913
680, 0.909643545115153
700, 0.9116755595710948
720, 0.9176454543904808
740, 0.9216447043180306
760, 0.9335163055522407
780, 0.9453810879459946
800, 0.9552854537085967
820, 0.9612519391077546
840, 0.9691856599785205
860, 0.9633521419682581
880, 0.9634203303728199
900, 0.9516782871072773
920, 0.9301068853241505
940, 0.8691873646886346
960, 0.7748248410357816
980, 0.6253797241779033
1000, 0.42478989447844384
1020, 0.2222260104669198
1040, 0.10819454151821462
1060, 0.06694737559877917
1080, 0.0414415028724362
1100, 0.03166669507850162
